1760,178,1.0
1760,179,1.0
1760,180,1.0
1760,72,1.0
1760,52,1.0
1760,50,1.0
1760,71,1.0
1760,89,1.0
1760,101,1.0
1760,98,1.0
1760,96,1.0
1760,94,1.0
1760,107,1.0
1760,93,1.0
1760,70,1.0
1760,103,1.0
1760,102,1.0
1760,99,1.0
1760,104,1.0
1760,100,1.0
1760,110,1.0
1760,105,1.0
1760,108,1.0
1760,106,1.0
1760,10,1.0
1760,37,1.0
1760,95,1.0
1760,49,1.0
1760,53,1.0
1760,84,1.0
1760,124,1.0
1760,126,1.0
1760,122,1.0
1760,32,1.0
1760,186,1.0
1760,177,1.0
1760,3,1.0
1760,2,1.0
1760,128,1.0
1760,4,1.0
1760,5,1.0
1760,137,1.0
1760,1,1.0
1760,7,1.0
1760,8,1.0
1760,9,1.0
1760,118,1.0
1760,11,1.0
1760,112,1.0
1760,109,1.0
1760,225,1.0
1760,224,1.0
1760,251,1.0
1760,205,1.0
1760,253,1.0
1760,254,1.0
1760,277,1.0
1760,255,1.0
1760,256,1.0
1760,194,1.0
1760,59,1.0
1760,48,1.0
1760,68,1.0
1760,86,1.0
1760,111,1.0
1760,113,1.0
1760,114,1.0
1760,135,1.0
1760,115,1.0
1760,67,1.0
1760,61,1.0
1760,138,1.0
1760,139,1.0
1760,141,1.0
1760,143,1.0
1760,140,1.0
1760,144,1.0
1760,142,1.0
1760,125,1.0
1760,123,1.0
1760,148,1.0
1760,134,1.0
1760,166,1.0
1760,160,1.0
1760,161,1.0
1760,183,1.0
1760,155,1.0
1760,214,1.0
1760,215,1.0
1760,216,1.0
1760,219,1.0
1760,220,1.0
1760,221,1.0
1760,217,1.0
1760,223,1.0
1760,218,1.0
1760,222,1.0
1760,36,1.0
1760,290,1.0
1760,281,1.0
1760,154,1.0
1760,149,1.0
1760,209,1.0
1760,17,1.0
1760,211,1.0
1760,133,1.0
1760,210,1.0
1760,16,1.0
1760,15,1.0
1760,12,1.0
1760,13,1.0
1760,27,1.0
1760,14,1.0
1760,231,0.1
1760,293,1.0
1760,291,1.0
1760,292,1.0
1760,197,1.0
1760,297,1.0
1760,196,0.4
1760,200,1.0
1760,198,1.0
1760,295,1.0
1760,199,1.0
1760,294,1.0
1760,285,1.0
1760,286,1.0
1760,192,1.0
1760,282,1.0
1760,280,1.0
1760,189,1.0
1760,129,1.0
1760,287,1.0
1760,283,1.0
1760,193,1.0
1760,288,1.0
1760,289,1.0
1760,284,1.0
1760,191,1.0
1760,127,1.0
1760,130,1.0
1760,185,1.0
1760,184,1.0
2881,70,1.0
2881,66,1.0
2881,61,1.0
2881,71,1.0
2881,85,1.0
2881,16,1.0
2881,74,1.0
2881,72,1.0
2881,76,1.0
2881,25,1.0
2881,73,1.0
2881,79,1.0
2881,86,1.0
2881,59,1.0
2881,90,1.0
2881,93,1.0
2881,98,1.0
2881,87,1.0
2881,99,1.0
2881,101,1.0
2881,102,1.0
2881,100,1.0
2881,10,1.0
2881,22,1.0
2881,28,1.0
2881,107,1.0
2881,89,1.0
2881,84,1.0
2881,94,1.0
2881,5,1.0
2881,112,1.0
2881,109,1.0
2881,65,1.0
2881,104,1.0
2881,63,1.0
2881,103,1.0
2881,64,1.0
2881,95,1.0
2881,46,1.0
2881,96,1.0
2881,97,1.0
2881,105,1.0
2881,58,0.3
2881,108,1.0
2881,9,0.2
2881,191,1.0
2881,192,1.0
2881,193,1.0
2881,106,1.0
2881,110,1.0
2881,184,1.0
2881,133,0.5
2881,185,1.0
2881,135,1.0
2881,138,1.0
2881,139,1.0
2881,118,1.0
2881,111,1.0
2881,113,1.0
2881,132,1.0
2881,157,1.0
2881,122,1.0
2881,158,1.0
2881,155,1.0
2881,156,1.0
2881,159,1.0
2881,53,1.0
2881,181,0.1
2881,127,1.0
2881,189,1.0
2881,251,1.0
2881,254,1.0
2881,277,1.0
2881,255,1.0
2881,218,1.0
2881,215,1.0
2881,256,1.0
2881,214,1.0
2881,216,1.0
2881,217,1.0
2881,195,1.0
2881,194,1.0
2881,137,1.0
2881,186,1.0
2881,177,1.0
2881,196,0.3
2881,197,1.0
2881,172,1.0
2881,173,1.0
2881,174,1.0
2881,175,1.0
2881,176,1.0
2881,121,1.0
2881,134,1.0
2881,183,1.0
2881,199,1.0
2881,198,1.0
2881,124,1.0
2881,125,1.0
2881,229,1.0
2881,230,1.0
2881,223,1.0
2881,281,1.0
2881,209,1.0
2881,280,1.0
2881,282,1.0
2881,206,1.0
2881,207,1.0
2881,283,1.0
2881,212,1.0
2881,284,1.0
2881,140,1.0
2881,285,1.0
2881,213,0.1
2881,141,1.0
2881,143,1.0
2881,142,1.0
2881,144,1.0
2881,286,1.0
2881,288,1.0
2881,287,1.0
2881,289,1.0
2881,129,1.0
2881,227,1.0
2881,115,1.0
2881,120,1.0
2881,263,1.0
2881,290,1.0
2881,291,1.0
2881,292,1.0
2881,293,1.0
2881,294,1.0
2881,295,1.0
3490,53,1.0
3490,14,1.0
3490,48,1.0
3490,61,0.1
3490,1,0.3
3490,170,1.0
3490,169,1.0
3490,62,1.0
3490,79,1.0
3490,214,1.0
3490,217,1.0
3490,25,0.2
3490,33,0.5
3490,63,1.0
3490,23,0.2
3490,39,1.0
3490,133,1.0
3490,188,0.7
3490,150,1.0
3490,147,1.0
3490,149,1.0
3490,148,1.0
3490,146,1.0
3490,99,1.0
3490,156,1.0
3490,182,1.0
3490,159,1.0
3490,181,1.0
3490,199,1.0
3490,198,0.7
3490,55,1.0
3490,57,1.0
3490,60,1.0
3490,56,1.0
3490,105,1.0
3490,76,1.0
3490,27,1.0
3490,226,0.9
3490,196,0.4
3490,197,1.0
3490,219,0.1
3490,225,0.2
3490,102,1.0
3490,64,1.0
3490,161,1.0
3490,178,1.0
3490,179,1.0
3490,100,1.0
3490,157,1.0
3490,158,1.0
3490,191,1.0
3490,107,1.0
3490,58,1.0
3490,54,1.0
3490,65,1.0
3490,166,1.0
3490,163,1.0
3490,135,1.0
3490,162,1.0
3490,165,1.0
3490,164,1.0
3490,138,1.0
3490,94,1.0
3490,143,1.0
3490,141,1.0
3490,95,1.0
3490,144,1.0
3490,134,1.0
3490,49,1.0
3490,2,0.2
3490,86,0.2
3490,37,1.0
3490,41,1.0
3490,50,1.0
3490,67,0.1
3490,36,0.2
3490,42,0.1
3490,131,1.0
3490,173,0.1
3490,176,0.3
3490,132,1.0
3490,200,0.2
3490,140,1.0
3490,139,1.0
3490,183,1.0
3490,142,1.0
3490,180,1.0
3490,160,1.0
3490,155,1.0
3490,46,1.0
3490,151,1.0
3490,152,1.0
3490,154,1.0
3490,153,1.0
3490,205,0.6
3490,185,0.9
3490,184,1.0
3490,16,0.7
3490,103,1.0
3490,104,1.0
3490,89,0.7
3490,93,1.0
3490,108,1.0
3490,120,0.1
3490,59,0.3
3490,206,0.1
3490,96,0.5
3490,97,0.1
3490,101,0.9
3490,98,1.0
3490,110,0.8
3490,121,0.2
3490,233,0.1
3490,280,1.0
3490,192,1.0
3490,193,1.0
3490,281,1.0
3490,283,1.0
3490,282,1.0
3490,284,0.9
3490,285,1.0
3490,38,1.0
3490,251,1.0
3490,286,1.0
3490,288,1.0
3490,211,1.0
3490,287,1.0
3490,44,1.0
3490,289,1.0
3490,204,0.9
3490,201,0.9
3490,210,1.0
3490,212,1.0
3490,227,1.0
3490,213,0.9
3490,228,0.1
3490,229,0.5
4,66,0.3
4,71,1.0
4,1,0.1
4,70,0.3
4,27,0.2
4,16,0.2
4,86,1.0
4,3,0.5
4,79,1.0
4,73,0.1
4,72,1.0
4,74,0.6
4,87,1.0
4,76,1.0
4,89,0.7
4,85,1.0
4,54,0.1
4,90,1.0
4,83,1.0
4,40,1.0
4,100,1.0
4,93,1.0
4,42,0.2
4,17,0.1
4,32,0.7
4,47,1.0
4,58,1.0
4,84,1.0
4,103,0.2
4,94,1.0
4,106,1.0
4,105,1.0
4,2,0.9
4,96,1.0
4,97,1.0
4,95,1.0
4,104,1.0
4,39,0.1
4,101,0.3
4,98,1.0
4,99,1.0
4,108,0.2
4,189,0.4
4,107,0.1
4,14,0.1
4,63,0.3
4,122,1.0
4,126,1.0
4,225,1.0
4,125,0.6
4,226,0.4
4,215,1.0
4,218,0.1
4,255,1.0
4,253,1.0
4,254,1.0
4,219,0.1
4,194,0.5
4,111,0.2
4,23,0.3
4,22,0.6
4,205,0.9
4,134,0.3
4,190,1.0
4,137,1.0
4,188,0.4
4,128,0.8
4,131,0.1
4,186,1.0
4,177,1.0
4,216,1.0
4,113,1.0
4,135,0.3
4,138,0.9
4,139,0.1
4,141,1.0
4,114,1.0
4,34,1.0
4,28,0.6
4,142,1.0
4,149,0.1
4,143,0.2
4,144,0.9
4,172,0.1
4,206,0.9
4,195,1.0
4,193,1.0
4,199,1.0
4,197,0.3
4,198,1.0
4,192,1.0
4,200,1.0
4,202,1.0
4,204,0.3
4,201,1.0
4,4,0.1
4,191,0.4
4,127,0.1
4,263,1.0
4,112,0.1
4,120,0.5
4,154,0.8
4,158,0.9
4,61,0.1
4,178,0.2
4,146,0.2
4,155,1.0
4,160,0.6
4,159,0.1
4,161,0.9
4,180,1.0
4,251,1.0
4,5,0.1
4,7,0.2
4,162,0.5
4,173,0.1
4,163,1.0
4,164,0.2
4,124,0.5
4,165,0.1
4,174,0.1
4,183,1.0
4,179,0.7
4,223,0.1
4,166,0.7
4,185,1.0
4,277,1.0
4,228,0.9
4,230,1.0
4,231,0.2
4,280,0.3
4,196,0.5
4,282,1.0
4,232,0.2
4,257,1.0
4,276,0.9
4,233,0.2
4,283,0.9
4,48,1.0
4,207,0.8
4,209,0.3
4,281,1.0
4,291,0.4
4,150,0.1
4,210,0.8
4,211,1.0
4,212,0.5
4,213,0.1
4,110,1.0
4,115,1.0
4,256,0.1
4,224,1.0
4,278,1.0
4,284,1.0
4,286,1.0
4,182,0.9
4,62,0.2
4,290,1.0
4,129,0.4
4,285,0.1
4,57,0.1
4,60,0.1
4,214,0.1
4,148,0.5
4,130,0.2
4,46,0.9
4,102,0.5
4,227,0.8
4,292,0.2
4,229,0.6
4,294,0.1
4,293,0.2
4,297,0.1
4,236,0.3
4800,29,0.1
4800,106,0.3
4800,181,1.0
4800,47,1.0
4800,22,1.0
4800,179,1.0
4800,180,1.0
4800,226,1.0
4800,214,0.2
4800,52,1.0
4800,45,1.0
4800,44,0.6
4800,218,0.1
4800,216,1.0
4800,193,0.1
4800,105,0.1
4800,134,0.1
4800,177,1.0
4800,53,1.0
4800,48,1.0
4800,54,0.4
4800,55,1.0
4800,56,1.0
4800,225,0.1
4800,198,0.1
4800,190,1.0
4800,182,0.1
4800,197,0.2
4800,189,1.0
4800,57,1.0
4800,188,1.0
4800,60,1.0
4800,63,0.1
4800,59,1.0
4800,110,1.0
4800,46,1.0
4800,148,1.0
4800,62,1.0
4800,76,0.5
4800,230,1.0
4800,196,0.4
4800,107,0.1
4800,155,1.0
4800,158,1.0
4800,160,1.0
4800,156,1.0
4800,157,1.0
4800,159,1.0
4800,161,1.0
4800,137,1.0
4800,186,1.0
4800,149,1.0
4800,146,1.0
4800,147,1.0
4800,174,0.1
4800,135,1.0
4800,178,1.0
4800,10,0.4
4800,9,1.0
4800,15,1.0
4800,3,1.0
4800,14,1.0
4800,2,0.8
4800,4,1.0
4800,5,1.0
4800,23,1.0
4800,8,1.0
4800,7,1.0
4800,11,0.8
4800,12,1.0
4800,13,1.0
4800,27,1.0
4800,16,1.0
4800,67,0.1
4800,26,0.3
4800,68,0.1
4800,19,1.0
4800,194,1.0
4800,20,0.1
4800,21,0.1
4800,34,1.0
4800,33,0.9
4800,28,1.0
4800,32,1.0
4800,38,0.1
4800,41,0.4
4800,37,1.0
4800,84,0.1
4800,205,1.0
4800,195,0.4
4800,206,0.2
4800,290,1.0
4800,281,1.0
4800,209,0.8
4800,282,0.2
4800,210,1.0
4800,201,0.9
4800,211,1.0
4800,143,0.9
4800,144,0.9
4800,101,0.3
4800,207,0.8
4800,213,0.1
4800,286,1.0
4800,285,1.0
4800,284,1.0
4800,217,0.9
4800,234,1.0
4800,129,0.1
4800,122,1.0
4800,228,1.0
4800,229,1.0
4800,227,0.5
4800,232,1.0
4800,233,1.0
4800,236,1.0
4800,231,1.0
4800,235,1.0
4800,237,1.0
4800,295,1.0
4800,293,1.0
4800,294,1.0
4800,291,1.0
4800,292,1.0
4800,297,1.0
4800,298,0.8
1104,50,0.1
1104,70,0.4
1104,90,0.3
1104,107,1.0
1104,64,0.1
1104,193,0.3
1104,221,0.1
1104,223,0.1
1104,194,0.5
1104,177,1.0
1104,163,1.0
1104,196,0.5
1104,190,0.5
1104,173,1.0
1104,256,0.1
1104,214,1.0
1104,215,1.0
1104,185,0.7
1104,200,1.0
1104,132,0.9
1104,199,1.0
1104,198,1.0
1104,122,1.0
1104,251,1.0
1104,201,0.2
1104,3,1.0
1104,164,1.0
1104,165,1.0
1104,10,0.2
1104,110,1.0
1104,220,0.5
1104,178,1.0
1104,49,0.3
1104,179,1.0
1104,180,1.0
1104,226,1.0
1104,127,1.0
1104,34,0.4
1104,162,1.0
1104,148,1.0
1104,147,1.0
1104,166,1.0
1104,149,1.0
1104,152,1.0
1104,44,0.9
1104,154,1.0
1104,170,1.0
1104,216,1.0
1104,150,1.0
1104,151,1.0
1104,153,1.0
1104,169,1.0
1104,217,0.9
1104,176,1.0
1104,172,1.0
1104,175,1.0
1104,124,0.2
1104,174,1.0
1104,181,0.3
1104,197,1.0
1104,137,1.0
1104,186,0.9
1104,146,1.0
1104,195,0.8
1104,55,0.4
